자치구,대여소명,기준년월,대여건수,반납건수
마포구,108. 서교동 사거리,202507,1277,1314
양천구,729. 서부식자재마트 건너편,202507,1658,1808
양천구,731. 서울시 도로환경관리센터,202507,3135,3218
양천구,733. 신정이펜하우스314동,202507,876,375
양천구,734. 신트리공원 입구,202507,2987,2958
양천구,735. 영도초등학교,202507,2687,3038
양천구,736. 오솔길공원,202507,1069,1179
양천구,737. 장수공원,202507,717,571
양천구,739. 신월사거리,202507,950,960
양천구,740. 으뜸공원,202507,1076,1322
양천구,741. 화곡로 입구 교차로,202507,464,451
양천구,742. 등촌역 5번 출구 뒤,202507,906,914
양천구,743. 현대6차아파트 101동 옆,202507,973,1170
양천구,744. 신목동역 2번 출구,202507,3712,3676
양천구,745. 강서초등학교,202507,513,603
양천구,746. 목동2단지 상가,202507,3636,3611
양천구,747. 목동3단지 상가,202507,2885,2868
양천구,748. 목동운동장,202507,757,787
광진구,505. 자양사거리 광진아크로텔 앞,202507,2043,1929
은평구,937. 상림마을 롯데캐슬2단지 옆,202507,94,131
은평구,938. 금암 문화공원,202507,195,201
은평구,939. 은평구청 교차로,202507,545,546
은평구,941. 은평뉴타운 도서관,202507,575,269
은평구,942. 상림마을 생태공원,202507,376,341
은평구,943. 은평구청 보건소,202507,1607,1988
성동구,506. 금호 어울림 아파트 앞,202507,774,837
은평구,945. 기자촌 사거리 A,202507,121,67
은평구,946. 독바위역 ,202507,587,587
은평구,947. 연신내 선일하이츠빌 정류소,202507,227,226
은평구,948. 디지털미디어 시티역 4번출구(DMC역),202507,752,792
은평구,949. 연신내역 1번 출구 ,202507,1196,1377
은평구,950. 구산역 2번 출구 예일여고 버스정류장,202507,837,1135
은평구,952. 서울연신중학교,202507,594,489
은평구,953. 서울연신초등학교,202507,254,223
강동구,1023. 한국종합기술사옥 앞,202507,2453,2564
강동구,1024.  강동구청 앞,202507,3490,3540
강동구,1025. 상일초등학교,202507,599,579
강동구,1027. 프라자 아파트 앞,202507,1067,1056
강동구,1028. 포레스 주상복합 빌딩,202507,2118,2075
강동구,1029. 성내어울터,202507,3287,3250
강동구,1030. 미호 플랜트 앞,202507,1530,1533
강동구,1031. 올림픽로 836(아리수로),202507,664,769
강동구,1032. 선사고등학교,202507,585,663
성동구,508. 성수아카데미타워 앞,202507,5142,4758
강동구,1033. 고덕동 아남아파트,202507,1567,1266
강동구,1034. 고덕동 래미안 힐스테이트,202507,657,586
강동구,1036. 고덕동 주양쇼핑,202507,965,948
강동구,1037. 강일리버파크 6단지,202507,258,303
강동구,1038. 강일 다솜 어린이 공원,202507,329,390
강동구,1039. 고덕초등학교,202507,275,264
강동구,1041. 묘곡초등학교,202507,722,704
강동구,1042. 강일리버파크 2~5단지,202507,498,665
강동구,1044. 굽은다리역,202507,3913,4180
강서구,1150. 송정역 1번출구,202507,2890,2923
강서구,1151. 마곡역1번출구,202507,5049,5183
강서구,1152. 마곡역교차로,202507,4883,5123
강서구,"1153. 발산역 1번, 9번 인근 대여소",202507,8180,8121
강서구,1155. 기쁜우리복지관,202507,2660,2633
강서구,1157. 강서구청,202507,4020,4221
성동구,510. 뚝도아리수정수센터 버스정류소 옆,202507,742,718
송파구,1251. 석촌역 2번출구,202507,2840,2843
송파구,1253. 오금역 3번 출구 뒤,202507,652,638
송파구,1256. 문정현대아파트 교차로,202507,790,736
송파구,1257. 가락시장역 사거리,202507,1391,1412
송파구,1258. 가락미륭아파트 앞,202507,470,362
송파구,1259. 방이역 1번출구,202507,1672,1679
송파구,1260. 방이동 한양3차아파트 옆,202507,1495,1487
성동구,511. 서울숲역 5번 출구 옆,202507,1001,1008
송파구,1262. 송파여성문화회관 앞,202507,2634,2632
송파구,1263. 장지공영차고지,202507,359,393
송파구,1264. 천호역 10번 출구 앞,202507,3500,3491
송파구,1265. 문정동 근린공원,202507,1441,1491
송파구,1266. 문정동 글샘 공원,202507,683,666
송파구,1267. 올림픽공원 남2문 앞,202507,1143,1075
송파구,1268. 몽촌토성역 1번출구 옆,202507,869,835
송파구,1269. 리센츠아파트 ,202507,1922,1668
송파구,1271. 송파도서관,202507,1149,1148
성동구,512. 뚝섬역 1번 출구 옆,202507,2822,2774
송파구,1274. 영파여고 앞,202507,1552,1545
중랑구,1442. 중랑구청 중화동 별관 앞,202507,2528,2618
중랑구,1444. 면목4치안센터,202507,991,1426
중랑구,1446. 중랑전화국 교차로,202507,1934,2038
중랑구,1447. 면목역 3번출구,202507,2479,2927
중랑구,1448. 코스트코 상봉점,202507,2159,2140
마포구,400. 상암한화오벨리스크 1차 앞,202507,1360,1406
강북구,1526. 강북종합시장 앞,202507,963,991
강북구,1527. 미아역 1번 출구 뒤,202507,764,769
강북구,1528. 삼각산동 주민센터,202507,511,231
강북구,1529. 미아동 한국전력공사,202507,1314,1304
강북구,1530. 광산사거리,202507,1661,1712
강북구,1531. 미아사거리 1번 출구,202507,2152,2284
강북구,1532. 번3동 주민센터 교차로,202507,747,850
강북구,"1533. 번동 주공3, 4단지 교차로",202507,969,1163
강북구,1535. 효성인텔리안 앞,202507,1976,1979
성동구,513. 뚝섬역 5번 출구 정류소 옆,202507,1211,1201
강북구,1536. 번동 두산위브 101동 옆,202507,833,827
노원구,1643. 태릉입구역 8번출구,202507,1878,1883
노원구,1646. 삼육대 입구,202507,305,313
노원구,1650. 중계근린공원내,202507,3824,4062
노원구,1651. 상계동 우방유쉘아파트 앞,202507,1214,1241
성동구,514. 성수사거리 버스정류장 앞,202507,2836,2857
노원구,1652. 파르코 앞,202507,423,430
노원구,1653. 노원역1번출구,202507,3662,3670
노원구,1654. 당고개입구 오거리,202507,852,825
노원구,1655. 공릉1단지아파트,202507,2824,2849
노원구,1656. 중앙하이츠 아파트 입구,202507,2376,2311
노원구,1657. 노원구청 ,202507,2117,2129
노원구,1659. 중계동 을지중학교,202507,899,830
노원구,1660. 서울시립과학관,202507,480,358
도봉구,1713. 쌍문동 이안아파트 앞,202507,669,226
도봉구,1714. 도봉문화정보도서관 삼거리,202507,364,75
도봉구,1715. 서울특별시교육청도봉도서관,202507,635,585
도봉구,1716. 창동역 1번출구 건너편,202507,949,924
도봉구,1719. 신도봉사거리 버스정류장,202507,825,878
도봉구,1720. 도봉구청 옆(중랑천변),202507,1695,1719
광진구,516. 광진메디칼 앞,202507,2098,2053
금천구,1839. 수출의 다리 아래,202507,736,729
금천구,1840. 솔브레인이엔지 뒤편,202507,689,843
금천구,1841. 가산동 주민센터,202507,1601,1609
금천구,1842. 한울중학교,202507,164,45
금천구,1843. 독산고등학교,202507,586,511
금천구,1846. 롯데캐슬골드파크1차 동문,202507,1114,1108
금천구,1847. 독산주공 14단지 버스정류소,202507,255,260
금천구,1848. 벽산 디지털밸리 5차,202507,1223,1385
동작구,2058. 동작경찰서,202507,1584,2022
동작구,2059. 보라매공원 정문,202507,1399,1441
동작구,2060. 남성역3번출구 뒤,202507,1479,1753
동작구,2062. 사당새마을금고,202507,420,409
관악구,2159. 인헌초교,202507,246,221
서초구,2266. 서초역 3번출구,202507,779,790
중구,300. 정동사거리,202507,994,865
서초구,2269. 주홍교 하부,202507,302,156
서초구,2270. 서초포레스타 7단지,202507,348,412
서초구,2271. 내방역 8번출구 앞,202507,707,791
서초구,2272. 교대입구 교차로,202507,489,470
서초구,2273. 일동제약 사거리,202507,564,570
서초구,2274. 양재시민의숲역 3번출구,202507,1845,1795
서초구,2276. 영동1교 (양재천근린공원),202507,722,696
서초구,2277. 길마중4교 하부,202507,1133,1214
종로구,301. 경복궁역 7번출구 앞,202507,1075,648
강남구,2362. 신사동 가로수길 입구,202507,690,670
강남구,2363. 강남 을지병원 교차로,202507,298,277
강남구,2364. 도산공원교차로,202507,533,531
강남구,2365. K+ 타워 앞,202507,680,678
강남구,2368. 도곡동 경남아파트 건너편,202507,437,319
강남구,2369. KT선릉타워,202507,1330,1336
강남구,2370. 한티역 3번출구,202507,389,339
종로구,302. 경복궁역 6번출구 뒤,202507,2666,2456
강남구,2371. 한국우편사업진흥원,202507,343,139
강남구,2372. 대치역 사거리,202507,1037,1119
강남구,2373. 개포동역 사거리,202507,381,356
강남구,2375. 수서역 1번출구 앞,202507,1082,1407
강남구,2376. 수서역 7번출구 앞,202507,940,1134
강남구,2377. 수서역 5번출구,202507,2953,3314
서대문구,3100. 북성초교,202507,225,198
서대문구,3101. 서대문구청,202507,272,252
종로구,303. 광화문역 1번출구 앞,202507,3034,2886
서대문구,3102. 연희삼거리,202507,1338,1326
광진구,3506. 영동대교 북단,202507,1395,1377
광진구,3507. 어린이회관,202507,1141,816
광진구,3508. 화양사거리,202507,1245,1054
광진구,3509. 세종사이버대학교,202507,3466,3582
성동구,3511. 응봉역 1번출구,202507,3133,3473
성동구,3513. 상왕십리역 1번출구,202507,2483,1398
성동구,3514. 왕십리교회옆,202507,2646,2746
성동구,3515. 서울숲 관리사무소,202507,1126,927
서대문구,115. 마스타 빌딩 앞,202507,840,562
성북구,1336. 성북3교 위,202507,706,628
성북구,1337. 돈암성당 옆,202507,1986,2028
성북구,1338. 용문2교 옆,202507,2115,2170
성북구,1339. 삼성전자서비스 성북센터,202507,896,994
성북구,1340. 광운초등학교 앞,202507,1069,1021
성북구,1342. 성북쉼터 앞,202507,210,67
성북구,1343. 한성대7번출구 앞,202507,444,442
성북구,1344. 아리랑시네센터 앞,202507,184,156
종로구,305. 종로구청 옆,202507,2699,2663
성북구,1346. 길음8골어린이공원 옆,202507,826,772
성북구,1347. 길음래미안아파트817동 상가 앞,202507,292,291
성북구,1348. 성북제일새마을금고 본점 앞,202507,490,579
성북구,1349. 월계2교 버스정류장 앞,202507,412,464
성북구,1351. 안암2교 옆,202507,1770,1823
성북구,1352. e 편한세상 보문아파트 내,202507,217,171
성북구,1353. 금호어울림센터힐 내,202507,245,238
구로구,1956. 동아1차APT105동 버스정류장(신도림중학교 방면),202507,1931,1925
구로구,1957. 구일고등학교 정문 ,202507,2409,2466
구로구,1958. 강서수도사업소민원센터,202507,1890,2094
구로구,1959. 구로구의회 앞,202507,1396,1523
구로구,1960. 구로거리공원 동측(신도림역 방면),202507,1361,1212
구로구,1961. 신도림테크노근린공원,202507,2212,2231
구로구,1962. 가리봉동주민센터,202507,1653,1560
구로구,1964. 원메디타운 앞,202507,2425,2431
구로구,1965. 삼환로즈빌아파트 105동 옆,202507,983,868
구로구,1966. 한마을아파트 정문상가,202507,1728,1747
구로구,1967. 참새공원(백곡경노당),202507,498,578
종로구,307. 서울역사박물관 앞,202507,1174,1171
구로구,1969. 궁동생태공원,202507,112,138
구로구,1971. 오정초교 앞 보도육교,202507,135,114
구로구,1973. 오리로와 서해안도로 교차로 앞,202507,429,302
구로구,1974. 신도림2차e편한세상아파트 203동 앞,202507,1114,1081
구로구,1975. 대림역 1번 출입구 밑,202507,1610,1571
구로구,1976. 남구로역 5번 출입구 앞,202507,660,433
구로구,1977. 천왕역 1번 출입구 앞,202507,1916,1466
종로구,308. 광화문 S타워 앞,202507,3209,3014
구로구,1979. 구로1동우체국 앞,202507,245,247
구로구,1981. 천왕지구삼거리 앞,202507,698,959
강남구,2380. 봉은사로68길 북측,202507,435,430
강남구,2381. 언주역 4번출구,202507,449,444
강남구,2382. 역삼동 sk뷰 501동앞,202507,455,440
강남구,2383. 보금자리정원,202507,211,286
강서구,1158. 가양역 8번출구,202507,4639,4722
종로구,309. 광화문역 6번출구 옆 B,202507,795,523
강서구,1159. 서서울모터리움 앞,202507,847,804
강서구,1160. 양천향교역 7번출구앞,202507,5926,5889
강서구,1161. 강서면허시험장 앞,202507,367,225
강서구,1162. 공항초등학교건너편,202507,2860,2825
강서구,1163. 방화동강서기동대앞,202507,3019,3060
관악구,2164. 관악우체국,202507,734,731
중구,310. 청계광장 옆,202507,1604,1319
관악구,2165. JK장평타워,202507,178,165
관악구,2167. 낙성대역 1번출구,202507,427,406
광진구,3518. 군자역 7번출구뒤,202507,4612,4595
관악구,2169. 봉천역 2번출구,202507,1509,1707
관악구,2170. 조원동 강남힐병원,202507,940,951
광진구,3517. 용마사거리,202507,1700,1963
관악구,2172. 나들목공원,202507,702,540
관악구,2173. 당곡사거리,202507,2558,2569
관악구,2174. 삼성디지털프라자관악점,202507,598,581
관악구,2175. 신림동걷고싶은문화의거리입구,202507,922,916
광진구,3516. 구의아리수정수센터앞,202507,928,804
구로구,1983. 구로동롯데아파트,202507,1000,879
구로구,1985. 구로도서관,202507,3637,3419
금천구,1849. 대륭포스트타워5차,202507,582,595
금천구,1850. 코오롱테크노밸리,202507,389,401
노원구,1661. 당현천근린공원,202507,1798,1675
노원구,1662. 노원역7번출구,202507,2813,2929
노원구,1663. 동해문화예술관앞,202507,2332,2336
노원구,1664. 노해근린공원내,202507,760,716
노원구,1665. 양지근린공원앞,202507,1345,892
노원구,1666. 노원소방서인근,202507,708,638
노원구,1667. 중계중학교,202507,1880,1803
노원구,1668. 중계역 6번출구,202507,3311,3440
노원구,1669. 중계역 3번출구,202507,2740,2752
노원구,1670. 노원경찰서교차로,202507,1524,1457
노원구,1671. 인덕대학교,202507,575,718
노원구,1672. 상계동수락리버시티,202507,582,583
노원구,1674. 서울북부고용센터앞,202507,3350,3362
도봉구,1722. 창동청소년수련관,202507,1081,1096
도봉구,1725. 창1동주민센터,202507,574,646
도봉구,1726. 삼익세라믹아파트교차로,202507,1372,1304
도봉구,1727. 서울도봉초등학교인근,202507,785,726
종로구,314. 국립현대미술관,202507,1320,1285
동대문구,648. 장안동위더스빌옆,202507,3038,3081
동대문구,650. 중랑교사거리,202507,1322,1192
서초구,2279. 교대역 5번출구뒤,202507,1400,1515
서초구,2280. 서울서초고용센터앞,202507,622,466
서초구,2281. 서울교통공사 사당별관 건너편,202507,330,320
서초구,2283. 그룹한빌딩옆,202507,395,111
서초구,2284. CJ오쇼핑앞,202507,43,35
서초구,2285. LH서초3단지 301동 맞은편,202507,360,361
서초구,2286. 탑성마을입구,202507,39,1
서초구,2287. 능안마을입구,202507,62,21
서초구,2288. 안골마을입구,202507,40,24
서초구,2289. 남태령역 2번출구,202507,26,12
성북구,1354. 고려대학교 2번출구,202507,1409,1424
종로구,316. 종각역 1번출구 앞,202507,2217,2064
영등포구,275. 신동아아파트,202507,3184,3266
영등포구,276. 영등포로터리2,202507,1107,1103
영등포구,278. 쌍용플레티넘오피스텔,202507,3017,2855
용산구,827. 국군복지단,202507,292,178
용산구,828. 숙대입구역 8번,202507,886,1090
용산구,829. 한강대교 북단 교차로,202507,1710,1656
용산구,830. 강변삼성스위트아파트 앞,202507,216,198
은평구,954. 은평뉴타운구파발9단지,202507,646,727
은평구,956. 응암시장교차로,202507,1983,2543
중랑구,1449. 상봉역 1번출구,202507,2316,2348
중랑구,1450. 화랑대역 7번출구,202507,1801,1984
중랑구,1451. 중랑세무서,202507,2405,2601
중랑구,1452. 겸재교 진입부,202507,2331,2712
관악구,2171. 서울대입구역 5번출구,202507,1191,1179
강서구,1165. 마곡중학교 후문,202507,1626,1181
용산구,832. 이촌1동 주민센터 뒤,202507,1316,1342
중구,318. 광교사거리 남측,202507,1218,1214
용산구,834. 효창공원앞역 3번출구 앞,202507,1435,1568
용산구,835. 남영역 건너편,202507,1015,1050
용산구,836. 현대자동차서비스 앞,202507,754,698
용산구,837. 한남나들목 입구,202507,899,896
중랑구,1453. 중랑캠핑숲,202507,136,115
중랑구,1454. 한국전력공사(동대문 중랑지사),202507,855,961
노원구,1675. 월계문화체육센터,202507,270,193
노원구,1677. 육군사관학교  앞,202507,1152,1295
양천구,749. 이대목동병원보도육교,202507,1571,1644
강서구,1166. 강서구립등빛도서관,202507,6207,6148
강서구,1167. 마곡수명산파크3단지 교차로,202507,4076,3976
영등포구,279. 영등포 푸르지오 아파트 B,202507,2261,1861
동작구,2064. 흑석한강푸르지오 106동앞,202507,44,41
동작구,2065. 서울시여성가족재단,202507,321,336
관악구,2176. 보라매공원 보도육교,202507,1808,1802
중구,320. 을지로입구역 4번출구 앞,202507,1238,1233
서초구,2293. SPC 앞,202507,775,645
서초구,2294. 두상빌딩 앞,202507,1458,1699
강남구,2384. 자곡사거리,202507,1515,1719
강남구,2385. 학동역,202507,629,619
강남구,2386. 크린랩 본사,202507,134,112
송파구,1275. 거여초등학교 옆,202507,544,669
중구,321. KEB 하나금융그룹 명동사옥 옆,202507,989,980
강동구,1048. 둔촌어린이공원,202507,2416,2593
강동구,1049. 강일리버파크 10단지,202507,462,494
종로구,393. 동대문역 8번 출구,202507,2001,2051
종로구,394. 경희궁 자이 3단지,202507,727,1059
종로구,395. 경희궁 자이 2단지,202507,853,909
중랑구,1455. 상봉역 2번 출구,202507,2592,2703
용산구,838. 숙대입구역 4번출구,202507,1185,1530
광진구,3520. 광진경찰서,202507,3265,3201
광진구,3521. 현대홈타운 뒷길,202507,442,328
중구,322. 명동성당 앞,202507,671,624
중랑구,1456. 상아빌딩(우림시장 교차로),202507,1278,1397
중랑구,1457. 동원사거리,202507,623,492
성북구,1357. 북한산보국문역,202507,305,305
성북구,1358. 정릉도서관 앞,202507,387,390
성북구,1360. 정릉역,202507,501,506
강북구,1537. 북한산 우이역,202507,453,348
강북구,1538. 솔밭공원역,202507,172,181
강북구,1539. 4.19민주묘지역,202507,444,482
강북구,1540. 가오리역,202507,860,851
강북구,1541. 삼양역,202507,283,183
강북구,1542. 삼양사거리역,202507,382,303
노원구,1678. 성서대학교 밀알관,202507,216,215
노원구,1679. 삼육대 도서관,202507,281,214
노원구,1680. 삼육대 제3과학관,202507,34,31
마포구,427. 성산시영아파트,202507,1387,1509
양천구,750. 연의근린공원 건너편,202507,894,979
중구,324. 신세계백화점 본점 앞,202507,687,742
양천구,752. 성원2차 아파트,202507,866,713
강서구,1168. 마곡엠밸리10단지 앞,202507,2219,2062
금천구,1851. 가산디지털단지 9번출구 인근,202507,3232,3179
서초구,2297. 남부터미널역 1번출구,202507,721,561
서초구,2299. 한전아트센터 앞,202507,853,866
강남구,2387. 래미안강남힐즈 사거리,202507,1032,962
송파구,1277. 성내7교,202507,1027,1035
송파구,1278. 송파구청 교차로,202507,1894,1898
송파구,1279. 마천금호어울림 1차아파트 건너편,202507,497,487
송파구,1282. 송파소방서 맞은편(성내4교),202507,1390,1663
송파구,1283. 오금공원 사거리,202507,165,85
송파구,1285. 위례별 유치원 뒤,202507,363,355
송파구,1286. 위례중앙푸르지오 1단지 앞,202507,1060,1044
송파구,1287. 위례아이파크 101동 맞은편,202507,462,472
송파구,1288. 문정중교 사거리,202507,1423,1359
종로구,326. 안국역 5번출구 앞,202507,1591,1058
강동구,1050.  둔촌역 3번 출입구,202507,6061,6371
강동구,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",202507,826,876
송파구,1289. 풍납토성 서성벽터B,202507,702,715
강북구,1543. 수유1동 주민센터,202507,530,533
성북구,1361. 홍익중고 입구,202507,814,551
노원구,1681. 현대6차 아파트,202507,1618,1244
노원구,1682. 중계종합사회복지관 교차로,202507,543,540
광진구,3510. 중곡SK아파트앞,202507,718,490
광진구,3523. 건국대학교 과학관(이과대) 앞,202507,494,507
종로구,327. 낙원상가 옆,202507,1377,1395
종로구,397. 종묘공영주차장 건너편,202507,313,261
강남구,2388. 강남구 도시관리공단,202507,644,243
도봉구,1728. 서울북부지방법원,202507,359,318
중구,398. 을지로3가역 3번출구,202507,2058,2017
중구,399. 서울역 센트럴 자이아파트,202507,1130,630
중구,428. 명보사거리,202507,612,582
중구,429. 송도병원,202507,101,92
중구,430. 장충동먹자골목 앞,202507,841,900
종로구,328. 탑골공원 앞,202507,819,759
중구,431. 청계천 영도교,202507,3660,3633
용산구,839. 보광동 삼성리버빌아파트 앞,202507,555,592
용산구,840. 용산 파크타워 앞,202507,493,492
용산구,841. 신용산역 1번 출구,202507,1597,1584
용산구,843. 이태원관광특구 입구(용산구청방향),202507,641,282
용산구,844. 이촌2동 동원베네스트 아파트 앞,202507,1242,1280
동대문구,652. 답십리 래미안엘파인아파트 입구,202507,738,759
동대문구,654. 전농동 텃골공원,202507,877,650
종로구,329. 청계2가 사거리 옆,202507,1555,1260
중랑구,1458. 상봉터미널2,202507,2147,2139
중랑구,1459. 용마한신아파트사거리,202507,283,240
성북구,1363. 보문4교 인근,202507,2333,2535
성북구,1364. 성북동 치안센터 앞,202507,640,623
성북구,1365. 선잠단지 앞,202507,293,203
성북구,1366. 일신초등학교 옆,202507,404,413
성북구,1367. 길음문화복합미디어센터,202507,684,728
성북구,1368. 성신여대입구 교차로,202507,646,700
도봉구,1729. 도봉한신아파트 버스정류장,202507,1115,1175
도봉구,1730. 도봉산역 교차로 앞,202507,219,206
도봉구,1731. 도봉고등학교 맞은편,202507,268,166
도봉구,1732. 방학역사거리,202507,558,639
도봉구,1733. 방학사거리 (봄마당 앞),202507,573,617
도봉구,1734. 쌍문현대1차아파트 108동 앞,202507,1010,788
도봉구,"1735. 도봉역 1,2번 출구사이 건너편",202507,888,863
도봉구,1736. 버스정류장 앞,202507,538,433
도봉구,1737. 신창시장,202507,1857,1976
중구,331. 을지로2가 사거리 북측,202507,1216,1211
도봉구,1738. 창동주공17단지 상가앞,202507,1649,1769
노원구,1683. 노원문화예술회관,202507,2032,2042
노원구,1684. 태릉입구역 5번출구,202507,3284,3304
노원구,1685. 불암고등학교 앞 횡단보도,202507,1419,1402
노원구,1686. 상계주공10단지 종합상가 앞,202507,2146,2051
은평구,958. 본 서부병원 버스정류장(은평 세무서 방면),202507,1019,1090
중구,332. 을지로2가 사거리 남측,202507,832,811
은평구,959. 구파발10단지 인근,202507,427,473
은평구,960. 구파발역 환승센터,202507,737,943
은평구,962. 은평뉴타운 힐데스하임,202507,972,972
은평구,963. 불광롯데캐슬아파트 앞,202507,679,683
은평구,964. 북한산힐스테이트 7차아파트,202507,413,292
은평구,965. 서울특별시 은평병원,202507,556,147
은평구,966. 서울혁신파크1,202507,138,137
은평구,967. 서울혁신파크2,202507,215,217
은평구,968. 은평뉴타운 상림마을 13단지,202507,141,117
은평구,969. 은평 지웰테라스,202507,121,91
서대문구,3103. 홍제삼거리 북측,202507,808,805
서대문구,3104. e편한세상 신촌4단지 앞,202507,796,780
서대문구,3105. 홍은센트레빌 아파트 앞,202507,324,137
마포구,432. 마포중앙도서관,202507,214,48
양천구,754. 목동1단지아파트 118동 앞,202507,2366,2369
양천구,755. 목동1단지아파트 상가 앞,202507,3068,3043
양천구,756. 목동주차장,202507,1487,1505
양천구,757. 신정이펜하우스 1단지아파트 입구 사거리,202507,569,253
양천구,758. 한사랑교회 앞,202507,1351,1382
마포구,111. 상수역 2번출구 앞,202507,1242,1227
종로구,334. 종로3가역 2번출구 뒤,202507,1385,1244
양천구,759. 보아스아파트 앞,202507,639,670
양천구,760. 잣절보도육교 아래,202507,440,459
양천구,762. 오목로 무중력지대 앞,202507,891,797
양천구,763. 목동11단지 아파트,202507,1345,1107
강서구,1169. 염창역 1번 출구,202507,2310,2380
강서구,1170. 강서구보건소,202507,801,502
강서구,1171. 염창동 새마을금고 건너편,202507,1115,1187
강서구,1172. 가양3동 주민센터,202507,1942,2121
종로구,335. 종로3가역 15번출구 뒤,202507,1376,1380
강서구,1173. 강서구청사거리(SH타워),202507,3926,3829
강서구,1174. 강서구청사거리(부민병원),202507,1822,1845
강서구,1175. 대한항공 인력개발센터,202507,1334,913
강서구,1177. 수명중?고교,202507,1824,1849
강서구,1178. 개화산역 2번 출구,202507,974,998
강서구,1180. 마곡엠밸리 15단지(1502동) 건너편,202507,3157,3256
강서구,1181. 농수산식품공사 (강서지사),202507,341,360
강서구,1182. KBS 스포츠월드,202507,3796,3828
중구,336. 충무로역 6번출구 앞,202507,1165,1115
강서구,1183. 강서대학교,202507,544,395
구로구,1986. 태평양물산,202507,3105,3513
구로구,1987. 개봉아이파크아파트 앞,202507,1191,1238
구로구,1988. 고척LIGA아파트 앞,202507,1836,1939
구로구,1991. 오류동역 맞은편,202507,1425,1688
구로구,1992. 구로구배드민턴실내체육관 앞,202507,431,484
구로구,1993. 금강수목원아파트 앞,202507,901,870
구로구,1994. 삼성전자 물류센터 앞,202507,1707,1683
종로구,337. 창경궁 입구,202507,655,702
구로구,1996. 구일역 1번 출입구 앞,202507,1796,1802
금천구,1853. 청년취업사관학교앞,202507,363,351
금천구,1854. 가산아네스트 오피스텔 앞,202507,767,253
금천구,1855. 성지아파트 옆 도로변,202507,112,172
금천구,1856. 모두의학교,202507,596,574
금천구,1857. 주공14단지,202507,267,262
영등포구,280. 양평동6차현대아파트 앞,202507,3607,3582
종로구,338. 세운스퀘어 앞,202507,677,666
영등포구,281. 대림신동아아파트 앞,202507,1290,1286
영등포구,282. 신한은행 대림동지점,202507,800,867
동작구,2066. 양문교회 앞,202507,1417,1602
동작구,2067. 보라매역?동작세무서 버스정류장(강남중학교방면),202507,1606,1623
동작구,2068. 총신대 앞(육교),202507,132,43
동작구,2070. 노량진역 2번 출구 앞,202507,1215,1348
관악구,2177. 신대방역 2번 출구,202507,5435,5872
관악구,2178. 서울대학교 정문,202507,654,332
관악구,2179. 양녕로 입구,202507,999,1038
종로구,339. 종로4가 사거리,202507,1259,1210
서초구,2501. 서초 포레스타5단지,202507,602,561
서초구,2502. 서초역1번출구 앞,202507,519,447
서초구,2503. 반포1동 서초빌딩 앞,202507,1195,1287
서초구,2504. 신사역 4번출구 뒤,202507,1123,959
서초구,2505. 우성아파트사거리 (기업은행앞),202507,1125,1148
서초구,2506. LG유플러스 (방배사옥),202507,118,77
강남구,2389. 경기여자고등학교 후문 (삼성로3길 입구),202507,818,812
종로구,340. 혜화동 로터리,202507,1394,1475
강남구,2390. 구룡마을 입구 (래미안블레스티지 아파트),202507,720,733
강남구,2391. 구룡터널 입구(개포1단지아파트),202507,18,23
강남구,2392. 구룡산 입구 (구룡산 서울둘레길 입구),202507,82,41
강남구,2394. 개포래미안포레스트아파트 107동 앞,202507,829,644
강남구,2396. 영동3교 북단(우성캐릭터 앞 보도),202507,432,430
강남구,2398. 더라움,202507,412,200
종로구,341. 혜화역 3번출구 뒤,202507,1130,1114
강남구,2401. 밀알학교 입구 (삼성서울병원 입구),202507,312,184
강남구,2403. 공무원연금매점 교차로 (개포주공9단지 입구),202507,1019,940
강남구,2404. 대모산입구역 4번 출구 앞,202507,1541,1699
강남구,2405. 청담공원앞 교차로,202507,774,299
강남구,2406. 논현동 광명빌딩 앞,202507,344,231
강남구,2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞),202507,1343,1263
강남구,2408. 강남한양수자인아파트,202507,1110,1132
송파구,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,202507,649,647
종로구,342. 대학로 마로니에공원,202507,2113,2106
송파구,1291. 서울체육고등학교 앞,202507,1494,1484
송파구,1293. 석촌호수 서호 사거리,202507,3134,3333
송파구,1295. 잠실역 8번출구,202507,3360,3352
송파구,1296. 석촌호수교차로 (송파나루근린공원 앞),202507,656,585
송파구,1297. 석촌호수교차로(동호 팔각정 앞),202507,3050,3037
송파구,1299. 송파소방서 (방이119안전센터),202507,656,605
송파구,1300. 오륜사거리,202507,722,746
종로구,343. 힐스테이트창경궁 아파트 앞,202507,1125,1127
송파구,2601. 석촌호수 아뜰리에,202507,2806,2807
송파구,2603. 송파 글마루 도서관,202507,992,907
강동구,1053. 동명근린공원 진입로 (아리수로),202507,350,353
강동구,1056. 강일리버파크 7~11단지,202507,420,465
강동구,1057. 능골근린공원,202507,742,743
성동구,3525. 금호스포츠센터앞,202507,467,609
종로구,344. 성균관대 E하우스 앞,202507,714,626
성동구,3527. 왕십리 자이아파트(101동 앞),202507,19,8
광진구,3528. 광진정보도서관,202507,1065,1421
광진구,3529. 어린이대공원정문,202507,740,623
종로구,452. 동대문 종합시장 버스정류장,202507,880,916
