자치구,대여소명,기준년월,대여건수,반납건수
강남구,4929. 파스쿠찌 청담사거리점 앞,202507,475,535
중구,6055. 한국경제,202507,460,509
노원구,5323. 하계역 4번출구 앞,202507,1517,1508
서초구,4343. 헌인릉 입구,202507,23,24
동대문구,4135. 삼성생명 앞,202507,2354,2348
강서구,5097. LG사이언스파크 E2동,202507,1414,1420
용산구,805. 문배어린이공원 앞,202507,969,1063
강서구,5099. LG사이언스파크 E7동,202507,1943,2026
강서구,5098. LG사이언스파크 W4동,202507,1003,991
노원구,5326. 대진고교앞 교차로,202507,1421,1417
강서구,5100. 강서도로사업소,202507,276,305
성북구,4425. 하늘채코오롱아파트 앞,202507,1069,1093
성동구,4393. 상원삼거리 장안철교 아래,202507,1307,1322
노원구,5325.상계주공7단지 아파트 앞,202507,1200,991
성동구,4392. 답십리역 6번출구,202507,1576,1745
강남구,4930. 학여울역 1번출구,202507,407,291
도봉구,4095. 방학브라운스톤아파트,202507,834,849
용산구,806. 전자랜드 본관 앞,202507,1083,1004
노원구,5327. 태릉선수촌 앞,202507,23,12
마포구,5507. 아현래미안푸르지오아파트 104동 앞,202507,259,39
마포구,5508. 성산유수지공원,202507,1318,1384
송파구,5778. 북위례3,202507,481,133
노원구,5328.롯데캐슬시그니처아파트 앞,202507,853,762
중랑구,4845. 신내역금강펜테리움센트럴파크,202507,173,143
강서구,6171. 월드빌딩 앞,202507,1395,1326
성동구,4394.서울시립24시간게스트하우스,202507,690,871
노원구,5329. 상계주공15단지 1509동 앞,202507,1024,1015
은평구,4693. 수색감리교회,202507,1707,1820
용산구,807. 서울역 12번 출구 앞,202507,999,1010
노원구,5330. 구립수락노인종합복지관,202507,734,796
강서구,6172. 가양5단지아파트,202507,442,414
노원구,5331. 공릉동 풍림아파트 112동 앞,202507,236,298
영등포구,5872. 서경팰리스 앞,202507,867,895
강서구,6173. 서울자동차운전전문학원,202507,276,238
송파구,5779. 나래교,202507,232,235
동대문구,4136. 롯데캐슬SKY-L65 D동 앞,202507,1908,1975
노원구,5332. 마들역 4번출구,202507,962,971
노원구,5333. 노원역9번-10번 출구 앞,202507,2979,2987
노원구,5335. 하계역 1번 출구,202507,962,850
용산구,808. 서빙고동 금호맨션 앞,202507,178,193
노원구,5334. 화랑대역 3번출구,202507,268,266
중구,6057. 을지로5가(방산시장),202507,620,626
노원구,5336. 월계 고등학교 앞,202507,359,231
노원구,5337. 태강릉 앞,202507,98,87
강남구,4932. 개포래미안포레스트 130동 맞은편,202507,368,334
송파구,5780. 송파세무서,202507,352,369
강남구,4933. 디에이치퍼스티어아이파크 159동 앞,202507,120,120
중구,6058. 서울도시건축전시관 옆,202507,2575,2796
서초구,4344. 양재대로(구룡지하차도 앞),202507,409,352
노원구,5339. 은빛1단지 아파트 앞,202507,203,198
서대문구,131. 증산2교,202507,1995,2239
용산구,809. 한남 유수지 복개주차장,202507,597,597
송파구,5781. 올림픽공원 수영장,202507,3907,4121
노원구,5338. 상계초교 입구 교차로,202507,1243,1245
강남구,4935. 도곡삼성래미안,202507,447,459
구로구,3936. 힐스테이트 신도림역,202507,2213,2084
양천구,4547. 목동역 2번 출구,202507,3609,3554
중구,6059. 덕수중학교,202507,632,568
구로구,3937. 개봉역 신영지웰에스테이트,202507,104,105
강남구,4931. 디에이치퍼스티어아이파크 124동 앞,202507,692,609
광진구,3894. 노룬산시장 앞,202507,1780,1780
용산구,810. 이태원지하보도,202507,563,557
서초구,4345. 반포역 4번출구,202507,592,653
구로구,3939.신도림역 3번출구,202507,4604,5048
강동구,4954. 신명초등학교 건너편,202507,577,311
영등포구,5876. 에이스하이테크시티 4동 앞,202507,1033,1091
영등포구,5877. 문래동 꽃밭정원,202507,1303,1096
영등포구,5878. 우리은행 앞,202507,2247,2303
동대문구,4137. 답십리역 4번출구,202507,3467,4235
동대문구,4138. 조일빌딩 앞,202507,1030,1140
영등포구,5879. 국회도서관 2문 앞,202507,195,196
영등포구,5880. 국회박물관,202507,124,99
용산구,811. 녹사평역1번출구,202507,690,192
성동구,4396. 마장축산물시장 서문 인근,202507,417,441
성동구,4397. 마장축산물시장 북문 건너편,202507,1111,1162
영등포구,5881. 세계청소년NGO교육문화원,202507,2021,2044
영등포구,5882. 휴젠느,202507,3560,3527
강서구,6177. 마곡롯데캐슬르웨스트,202507,2551,2544
성동구,4398. 유원지식산업센터 앞,202507,1602,1583
성동구,4399. 더리브 세종타워 앞,202507,1825,1863
강서구,6176. 유광사 여성병원 앞,202507,807,727
동대문구,4139. 답십리 사거리,202507,1007,1052
강동구,4957. 신명초교 교차로,202507,1312,1142
영등포구,5883. 영문초사거리,202507,3034,3080
영등포구,5884. GS강서타워,202507,2258,2397
서초구,4347. 논현지하보도,202507,1312,1241
동대문구,4140. 신설동역 4번출구,202507,1739,1809
동대문구,4141. 우리은행장안지점 앞,202507,1940,1978
강동구,4958. 고덕래미안힐스테이트 아파트 211동,202507,518,301
강동구,4959. 암사역사공원역 3번출구,202507,202,291
강서구,6178. 마스터밸류에이스 지식산업센터,202507,889,894
노원구,5342. 상계공원 입구,202507,810,1109
용산구,813. 삼각지역 3번출구,202507,789,865
광진구,3899. 아차산역 2번출구,202507,1062,1034
영등포구,5885. 신정교하부(도림천역 방면),202507,1109,933
중구,6060. 신한은행 본점,202507,1186,1185
송파구,5782. 오금현대 아파트 상가입구 앞,202507,760,745
성북구,4427. 동일하이빌뉴시티,202507,887,862
중랑구,4846. 상봉동양엔파트 앞,202507,899,902
중랑구,4847. 신내역시티프라디움 앞,202507,836,783
서대문구,4277. 서대문우체국 정류소 옆,202507,328,324
강남구,4936. SK텔레콤(T1) 인근,202507,268,112
서대문구,4278. 홍은2동주민센터,202507,384,382
용산구,815. LIG강촌아파트 103동앞,202507,826,843
서초구,4348. 사당역 1번출구,202507,125,320
광진구,3900. 건국대학교 신공학관,202507,1749,2062
강동구,4956. 암사역사공원역 1번출구,202507,322,308
동대문구,4142. 현대썬앤빌 앞,202507,2513,3029
종로구,4721. 통인시장 정자,202507,1401,1600
마포구,5513. 마포음식문화거리,202507,1128,1340
동대문구,4143.서울동물복지지원센터 동대문,202507,1074,1141
노원구,5341.공릉동효성아파트 앞,202507,1075,995
강동구,4960.고덕비즈밸리 지식산업센터 A,202507,619,664
영등포구,5886.신풍역 2번출구,202507,1984,1962
종로구,385. 종각역 5번출구,202507,1778,1823
서초구,4346.장학재단빌딩 앞,202507,459,178
서초구,4349.삼성화재서초타워,202507,1289,1362
동대문구,4145.청량리동 주민센터,202507,1039,1181
동대문구,4144.시립대학교 박물관 앞,202507,447,181
강남구,4937.개포래미안포레스트 126동 앞,202507,323,280
강서구,6180.양천향교역 3번출구,202507,760,747
강동구,4962.고덕비즈밸리 디엠스퀘어 앞,202507,773,818
광진구,5151.진넥스베르디엠 앞,202507,1556,1762
도봉구,4096.창동역2번출구 하나은행365 앞,202507,2537,3125
송파구,5152.이스트폴 105동 방면 입구,202507,863,685
강서구,6182.오스템임플란트비전타워,202507,702,765
강서구,6183.K스퀘어 마곡,202507,1351,1340
강동구,4964.암사역사공원역 1번출구 A,202507,1566,2232
강동구,4965.고덕비즈밸리 쿠쿠강동빌딩,202507,1222,1232
영등포구,5887.나루마을 마당공원,202507,2833,2759
영등포구,5888.여의도성당,202507,97,54
강남구,4938.LH수서2단지 201동 앞,202507,1958,2138
영등포구,5889.의원회관출입구 앞,202507,196,181
성북구,4428.돈암동부센트레빌상가,202507,323,302
서초구,4350.누리숲어린이공원 앞,202507,631,631
중구,387. 훈련원공원주차장 앞,202507,830,804
마포구,5514.공덕역 1번출구,202507,1132,1188
중구,6061.충무아트센터,202507,1025,1018
동대문구,4146.이삭어린이공원,202507,387,307
영등포구,5892.국회의사당본관 좌측,202507,71,64
서초구,4351.서울AI허브 앞,202507,7,0
마포구,181. 망원초록길 입구,202507,781,770
마포구,182. 망원2빗물펌프장 앞,202507,911,822
마포구,183. 하늘채코오롱아파트 건너편,202507,2683,2521
마포구,184.망원우체국사거리 인근,202507,2476,2650
마포구,185. 마포 신수공원 앞,202507,1046,860
마포구,186. 월드컵공원,202507,1509,1386
서대문구,177. 북가좌 초등학교,202507,591,630
서대문구,188. 홍은동 정원여중 입구,202507,714,714
서대문구,191. 서우빌딩,202507,965,1187
서대문구,192. 연서어린이공원,202507,411,409
서대문구,178. 증산3교 앞,202507,1384,1416
서대문구,133. 해담는다리,202507,1657,1850
서대문구,194. 증산교 앞,202507,1672,1805
서대문구,195. 모래내고가차도 ,202507,634,634
서대문구,196. 연희교차로 인근,202507,363,343
서대문구,198. 충정2교,202507,476,461
성동구,556. 달맞이공원,202507,91,93
성동구,557. 도선동 주민센터 앞,202507,1344,1553
성동구,558. 성동광진 교육지원청 앞,202507,1586,1529
서대문구,134. 연세로 명물길,202507,632,634
성동구,559. 왕십리역 4번 출구 건너편,202507,1778,1822
성동구,560. 비전교회 앞,202507,2451,2457
성동구,561. 서울숲역 2번출구 앞,202507,1841,1824
성동구,563. 성동세무서 건너편,202507,1894,2290
성동구,564. 금호역 3번출구,202507,144,76
성동구,565. 옥수역 3번출구,202507,4002,4301
성동구,568. 청계8가 사거리 B,202507,2544,2782
서대문구,135. 명물길 원형무대 앞,202507,376,377
성동구,569. 응봉현대아파트 정류소,202507,249,154
성동구,578. 성동세무서 부근,202507,1649,1661
성동구,579. 마장역 4번출구,202507,933,1011
성동구,582. 경일중학교 앞,202507,1866,1880
성동구,583. 청계천 생태교실 앞,202507,4730,4892
광진구,551. 구의삼성쉐르빌 앞,202507,2119,2139
광진구,552. 대림아크로리버 앞,202507,1054,1082
광진구,553. 중곡 성원아파트 앞,202507,834,923
광진구,555. 구의3동주민센터,202507,660,622
광진구,571. 세종대학교 대양AI센터,202507,1262,1265
광진구,573. 구의문주차장 앞,202507,2103,2096
광진구,574. 아차산역4번출구,202507,2379,1373
광진구,575. 대원중고교 입구(대하빌딩),202507,544,446
광진구,576. 광나루역 3번 출구,202507,2051,2119
광진구,577. 광진청소년수련관,202507,1639,1663
동대문구,621. 전농초등학교 건너편,202507,600,449
서대문구,137. 신촌기차역입구 교차로,202507,285,214
동대문구,622. 전농사거리 교통섬,202507,963,1149
동대문구,623. 서울시립대 정문 앞 B,202507,1761,974
동대문구,624. 전농동 동아아파트 앞,202507,1834,2013
동대문구,626. 군자교 서측 녹지대,202507,1778,1880
동대문구,627. 장안동삼거리 교통섬,202507,1233,1263
동대문구,628. 휘봉고등학교 앞,202507,716,834
동대문구,630. 동대문구 보건소,202507,2726,2800
동대문구,631. 답십리역 1번출구,202507,3284,3759
마포구,102. 망원역 1번출구 앞,202507,3319,3209
서대문구,138. 신촌동 제1공영주차장 앞,202507,429,432
동대문구,633. 청량리 기업은행 앞,202507,2249,2351
동대문구,634. 외국어대 정문 앞,202507,1916,1890
동대문구,635. 시조사 앞,202507,1465,1460
동대문구,636. 세종대왕기념관 교차로,202507,451,544
동대문구,637. KAIST 경영대학 앞,202507,970,731
동대문구,638. 서울시립대 정보기술관,202507,559,483
동대문구,639. 서울시립대 후문,202507,683,598
동대문구,640. 동대문경찰서 교차로,202507,950,1159
동대문구,641. 용두역 4번출구,202507,1999,2199
동대문구,642. 신답역 사거리,202507,2211,2230
서대문구,140. 이화여대 후문,202507,532,531
동대문구,643. 동대문구민체육센터 (육교아래),202507,1724,2045
영등포구,230. 영등포구청역 7번출구,202507,9136,8981
영등포구,260. 여의도 마리나선착장 앞,202507,462,431
영등포구,263. 근로자회관 사거리,202507,4088,4236
영등포구,264. 교보생명보험 앞,202507,2057,1767
영등포구,265. 영등포유통상가 사거리,202507,2334,2177
서대문구,141. 연대 대운동장 옆,202507,464,325
영등포구,266. 영등포청과시장 사거리,202507,1864,1800
영등포구,267. 삼성화재 사옥 옆,202507,2280,2102
영등포구,268. 그랜드컨벤션센터 앞,202507,2714,2696
영등포구,270. 증권거래소후문교차로,202507,1394,1391
영등포구,271. 샛강생태공원방문자센터 앞,202507,623,415
영등포구,272. 당산육갑문,202507,5299,5166
양천구,716.신정6동 주민센터 인근,202507,1450,1422
서대문구,139. 연세대 정문 건너편,202507,235,182
양천구,719. 홍익병원앞 교차로,202507,1638,1701
양천구,720. 서울강월초등학교 앞,202507,890,397
용산구,816. 신용산역 6번출구 앞,202507,1901,1947
용산구,817. 삼각지역 4번출구 앞,202507,950,945
용산구,818. 숙명여대 입구 교차로,202507,1243,1381
용산구,819. 선린인터넷 고등학교,202507,1268,1344
용산구,820. 청파동입구 교차로,202507,757,830
용산구,822. 이촌1동 마을공원,202507,458,428
용산구,823. 효창동주민센터 앞,202507,391,305
용산구,825. 서빙고동 주민센터 앞,202507,2134,2327
마포구,199. 서울 월드컵 경기장,202507,1141,652
종로구,388. 동성중학교 앞,202507,374,360
광진구,584. 광진광장 교통섬,202507,3779,2746
성동구,585. 성수2가1동 공영주차장 인근,202507,4351,4451
성동구,586. 마장동 주민센터,202507,802,848
은평구,900. 은평예술회관,202507,516,500
영등포구,200. 국회의원회관,202507,192,180
은평구,902. 진관동 은빛초등학교,202507,435,442
은평구,903. 은평뉴타운 아이파크,202507,795,846
은평구,904. 은평뉴타운 푸르지오,202507,606,726
은평구,905. 구파발역 2번출구,202507,2131,2358
은평구,906. 연신내역 5번출구,202507,2455,2617
은평구,907. CJ 드림시티,202507,3454,4201
은평구,908. 구산역 4번출구,202507,1172,1301
은평구,909. 백련산 힐스테이트 3차,202507,585,204
은평구,911. 은평평화공원(역촌역4번출구),202507,1894,1856
영등포구,201. 진미파라곤 앞,202507,1625,1622
은평구,912. 응암오거리,202507,1920,2444
은평구,913. 이마트 버스정류장(서부경찰서 방면),202507,2003,2003
은평구,914. 새절역 2번출구,202507,2138,2730
은평구,915. 증산역 4번출구,202507,1318,1441
은평구,916. 평생학습관 앞,202507,1207,1316
은평구,917. 녹번역 3번출구,202507,1382,1372
은평구,919. 서울혁신파크,202507,528,529
은평구,921. 신도고등학교,202507,164,125
영등포구,202. 국민일보 앞,202507,4077,4176
은평구,922. 연신내역 4번출구,202507,549,538
은평구,923. 국민은행 연서지점,202507,460,454
은평구,925. 불광역 2번출구,202507,938,981
은평구,927. 연신내역 3번출구 인근,202507,453,453
은평구,928. 은평역사한옥박물관,202507,207,110
은평구,930. 구 서부경찰서 건너편,202507,930,988
은평구,931. 역촌파출소,202507,3158,3592
은평구,932. 예일여중,202507,1194,1247
은평구,933. 역촌종합시장 버스정류장(예일여고 방면),202507,1751,1903
성동구,587. 유니베라 앞,202507,1637,1728
광진구,588. 뚝섬 유원지역,202507,1845,1843
강동구,1001. 광진교 남단 사거리(천호공원 방면),202507,1546,1545
강동구,1002. 해공공원(천호동),202507,2143,2206
강동구,1003. 해공도서관앞,202507,1468,1474
강동구,1004. 삼성광나루아파트 버스정류장,202507,1437,1931
강동구,1006. 롯데캐슬 115동앞,202507,232,206
강동구,1007.암사동 선사유적지,202507,321,360
강동구,1008. 암사역 3번출구(국민은행앞),202507,3350,3938
강동구,1009. 천호역4번출구(현대백화점),202507,4830,4814
강동구,1010. 강동세무서,202507,3902,3970
강동구,1011. LIGA 아파트 앞,202507,4277,4240
강동구,1012. 천호역효성해링턴타워 앞,202507,2825,2825
강동구,1013. 강동구청역 1번 출입구,202507,2952,2922
강동구,1015. 샛마을 근린공원,202507,812,854
마포구,103. 망원역 2번출구 앞,202507,2445,2549
영등포구,204. 국회의사당역 5번출구 옆,202507,1600,1580
강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,202507,954,955
강동구,1017. 둔촌고교입구 교차로(길동주민센터 방면),202507,2013,2015
강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),202507,4720,5076
강동구,1020. 강동경찰서,202507,4190,4342
강동구,1021. 강일동 리슈빌 빌딩앞,202507,1670,1922
강동구,1022. 길동 사거리(초소앞),202507,1323,1337
성동구,589. 성수역3번출구,202507,2904,2952
강서구,1101. 상사마을 버스정류장(아라대교방면),202507,159,210
강서구,1102. 방화사거리 마을버스 버스정류장,202507,2693,2949
강서구,1105. 방화근린공원,202507,492,426
영등포구,203. 국회의사당역 3번출구 옆,202507,2433,2423
강서구,1108. 공항시장역 2번출구 뒤,202507,1363,1362
강서구,1109. 공항시장역 4번출구,202507,734,744
강서구,1111. 마곡엠밸리6_7단지 마곡중학교,202507,2579,2360
강서구,1112. 마곡엠밸리4단지 정문,202507,4955,4884
강서구,1113. 서남환경공원 버스정류장,202507,3136,2781
강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),202507,3381,3927
강서구,1119. 염창동 한마음아파트 앞,202507,1337,1336
강서구,1120. 대림경동아파트앞,202507,2626,2449
강서구,1121. 가양레포츠센터 앞,202507,1831,1914
영등포구,205. 산업은행 앞,202507,1758,1728
강서구,1124. 발산역 6번 출구 뒤,202507,6529,6556
강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),202507,1090,699
강서구,1127. 화곡역 버스정류장,202507,1045,1040
강서구,1129. 화곡역 1번 출구 앞,202507,1381,1380
강서구,1130. 화곡본동시장 버스정류장,202507,499,489
강서구,1132. 등촌역 7번출구,202507,2091,2438
영등포구,206. KBS 앞,202507,2499,2453
강서구,1135. 강서구의회,202507,2445,2132
강서구,1136. 등촌2파출소,202507,816,346
강서구,1137. 등촌2동주민센터,202507,471,234
강서구,1139. 용문사 버스정류장,202507,811,609
강서구,1140. 목동사거리 버스정류장,202507,2411,2440
강서구,1141. 곰달래 문화복지센터 A,202507,1486,1758
강서구,1145. 곰달래 문화복지센터 B,202507,984,1100
강서구,1148. 볏골공원,202507,1357,1288
송파구,1205. 종합운동장역 4번출구,202507,1490,1286
송파구,1206. 9호선종합운동장역 9번출구,202507,1432,1372
송파구,1208. 풍납현대아파트쉼터,202507,2881,2862
송파구,1209. 잠실나루역 (2번 출구 쪽),202507,3456,3393
송파구,1213. 백토공원 앞,202507,389,372
송파구,1215. 올림픽공원역 1번출구 앞,202507,2006,2006
송파구,1217. 송파파인타운 7단지,202507,851,828
송파구,1220. 잠실근린공원,202507,2727,3004
송파구,1222. 잠실새내역 5번 출구 뒤,202507,4542,4594
송파구,1224. 아시아지하보도 2번 출구,202507,1733,1692
송파구,1229. 송파체육문화회관 앞,202507,1180,1161
영등포구,209. 유진투자증권빌딩 앞,202507,3759,3987
송파구,1232. 잠실주공 521동 건너편,202507,2817,2876
송파구,1233. 잠실3거리(갤러리아팰리스),202507,1187,1050
송파구,1235. 잠실트리지움310동 옆,202507,2389,2427
서대문구,176. 명지대학교 도서관,202507,1663,1703
중랑구,1401. 극동늘푸른아파트,202507,1617,1684
성북구,1314. 정릉꿈에그린1단지 201동 앞,202507,194,189
성북구,1315. 고려사대부속중고 정문,202507,197,166
중랑구,1402. 금란주차장 앞,202507,971,979
성북구,1316. 고려사대부속중고 건너편 ,202507,279,233
성북구,1318. 길음역 3번출구 뒤,202507,1156,1218
성북구,1319. 종암박스파크,202507,1575,1610
성북구,1322. 래미안라센트아파트 103동 앞,202507,1018,1079
중랑구,1403. 중화빌딩 앞 (동부시장),202507,881,951
중랑구,1405. 망우역 1번출구,202507,660,658
중랑구,1408. 먹골역 6번출구 앞,202507,1131,1265
성북구,1325. 상월곡역 4번출구,202507,621,441
성북구,1326. 상월곡역 1번출구,202507,787,700
중랑구,1410. 면목 대원칸타빌아파트,202507,275,74
성북구,1327. 상월곡역 3번출구,202507,981,1028
성북구,1332. 석계역 5번출구 건너편,202507,730,793
성북구,1333. 석관초등학교 앞,202507,1123,1239
성북구,1334. 석관동주민센터 앞,202507,1380,1402
중랑구,1418. 새솔초등학교,202507,214,49
중랑구,1441. 신내능말공원,202507,569,283
중랑구,1420. 신내어울공원 앞,202507,754,794
중랑구,1421. 신내역 4번출구,202507,512,499
중랑구,1422. 신내우디안아파트 1단지,202507,156,38
중랑구,1424. 양원역 2번출구,202507,240,207
중랑구,1425. 신성미소지움아파트,202507,648,395
영등포구,213. KT앞,202507,2442,2222
중랑구,1426. 면목도시개발아파트 1동 앞,202507,478,77
중랑구,1435. 능산삼거리,202507,258,197
중랑구,1436. 동원베네스트 건물 앞,202507,474,286
중랑구,1437. 늘푸른공원 앞,202507,712,828
중랑구,1438. 홈플러스 신내점 앞,202507,1947,2454
중랑구,1404. 동일로 지하차도,202507,1564,1537
마포구,104. 합정역 1번출구 앞,202507,1351,1145
영등포구,214. 금융감독원 앞,202507,1632,1658
노원구,1601. 석계역 문화광장 내 자전거 보관소,202507,4028,4423
노원구,1606. 태릉입구역 3번출구 ,202507,1421,1423
노원구,1610. 화랑대역 2번출구 앞,202507,1897,2100
노원구,1611. 과기대 입구(우),202507,3273,3288
노원구,1616. 하계2동 공항버스정류장 옆,202507,829,847
노원구,1617. 하계동 중평어린이공원 앞,202507,2713,3185
노원구,1634. 당고개공원 대여소,202507,545,546
노원구,"1635. 상계3,4동 주민센터 대여소",202507,414,366
노원구,1636. 상계주공2단지 버스정류장 옆,202507,2181,2166
노원구,1637. KT 전화국 버스정류장 옆,202507,3822,3883
노원구,1639. 희성오피앙,202507,913,895
도봉구,1702. 녹천역 1번출구 앞,202507,662,727
도봉구,1705. 도봉구청 정문앞,202507,1561,1568
도봉구,1707. 도봉구민회관,202507,1438,1377
도봉구,1709. 쌍문역4번출구 주변,202507,1080,1010
금천구,1804. 독산역 2번출구 자전거주차장,202507,1496,1507
영등포구,219. 롯데캐슬엠파이어 옆,202507,2469,2469
금천구,1805. 서울디지털운동장 앞,202507,1150,1189
금천구,1806. 에이스하이엔드타워9차 앞,202507,919,1031
금천구,1808. 에이스하이엔드타워8차 앞,202507,1090,1085
금천구,1809. LG전자 별관동(호서대 벤처타워 맞은편),202507,1102,1130
금천구,1812. 갑을그레이트밸리 앞,202507,719,821
금천구,1814. 두산위브아파트 옆 상가건물 앞,202507,1173,1154
금천구,1820. 신한은행 시흥대로금융센터지점,202507,200,221
금천구,1821. 홈플러스 시흥점 맞은편 다비치안경 앞,202507,704,732
영등포구,220. 미성아파트 A동 앞,202507,1626,1588
금천구,1822. 서울 시흥동우체국 앞,202507,400,401
금천구,1823. W컨템포오피스텔앞,202507,254,116
금천구,1824. 독산근린공원 입구,202507,1462,1447
금천구,1825. 한신아파트 앞 육교 아래,202507,468,577
금천구,1826. 한신코아 앞,202507,415,481
금천구,1828. 독산동 한양수자인아파트 앞,202507,783,404
금천구,1829. 홈플러스 금천점 앞,202507,831,892
금천구,1830. 빅마켓 금천점 앞,202507,1673,1715
금천구,1831. 한국전력 구로금천지사 앞,202507,573,552
금천구,1833. 독산역 1번출구 A,202507,873,901
영등포구,215. 여의도고교 앞,202507,1166,1172
금천구,1834. 월드메르디앙 벤처센터 2차,202507,1049,1072
금천구,1835. STX V타워,202507,715,709
금천구,1819. 금천구청 앞 자전거거치대,202507,310,308
강북구,1503. 강북구청사거리(수유역 8번출구),202507,2214,2261
강북구,1504. 삼양시장오거리,202507,302,244
강북구,1506. 강북문화예술회관,202507,1104,1081
강북구,1514. 강북구청 사거리 버스정류소 앞,202507,927,928
강북구,1525. 미아동 복합청사,202507,264,265
강북구,1515. 송천동 주민센터,202507,457,448
강북구,1520. 수유중앙시장,202507,1155,1205
강북구,1519. 장미원시장 건너편,202507,618,600
강북구,1516. 우이동길마을마당,202507,571,506
강북구,1518. 수유2동은행빌딩 앞,202507,628,625
성북구,1321. 국민은행 종암동지점 앞,202507,1678,2050
도봉구,1703. 도봉산광역환승센터앞 ,202507,297,233
도봉구,1708. 도봉보건소사거리,202507,1660,1661
영등포구,217. NH농협은행 앞,202507,3810,3858
금천구,1827. 독산보도육교 앞 자전거 보관소,202507,1613,1858
금천구,1836. 금천구립 독산도서관,202507,153,34
구로구,1901. 신도림동주민센터 앞,202507,2204,2169
구로구,1904. 도림천역 1번 출구 앞,202507,2197,2211
구로구,1906. 신도림역 1번 출구 앞,202507,4853,4832
구로구,1907. 구일우성(아) 육교 밑,202507,1591,1532
구로구,1908. 해원리바파크 육교 밑,202507,2884,2853
구로구,1910. 낙원교회 맞은편,202507,577,445
구로구,1911. 구로디지털단지역 앞,202507,5885,5912
구로구,1912. 한신휴아파트 앞,202507,2384,2375
영등포구,221. 여의도초교 앞,202507,1504,1457
구로구,1916. 구로중학교앞,202507,962,1016
구로구,1920. 서울미래초등학교 사거리,202507,1279,1040
구로구,1924. 삼부르네상스파크빌,202507,1522,717
구로구,1928. 고척스카이돔구장 광장,202507,1541,1519
구로구,1929. 고척근린공원 고척도서관 앞,202507,1289,1047
구로구,1930. 개봉지구대 개봉치안센터,202507,911,928
구로구,1933. 개봉푸르지오아파트 상가,202507,1684,1923
구로구,1937. 한진아파트 입구,202507,943,922
영등포구,222. 시범아파트버스정류장 옆,202507,2117,2122
동작구,2002. 노들역 1번출구,202507,2631,3034
동작구,2008. 노량진근린공원 대방공원,202507,477,249
동작구,2013. 장승배기역 5번출구,202507,1170,884
동작구,2016. 신대방삼거리역 3번출구쪽,202507,1099,1179
영등포구,223. 진주아파트상가 앞,202507,1189,1070
동작구,2020. 장승배기역2번출구뒷편쪽,202507,574,564
동작구,2024. 상도역 1번출구,202507,428,361
동작구,2025. 흑석역 1번출구,202507,1515,2015
동작구,2027. 중앙대학교 정문 1,202507,470,505
동작구,2036. 정금마을 마을버스정류장,202507,661,739
동작구,2037. 동작역 5번출구 동작주차공원,202507,208,206
동작구,2038. 동작역 7번출구,202507,478,475
동작구,2040. 비계 버스정류소,202507,236,176
동작구,2050. 노량진역 5번출구,202507,2074,2732
마포구,105. 합정역 5번출구 앞,202507,679,614
영등포구,224. 롯데캐슬 앞,202507,2138,2132
동작구,2054. 삼익아파트,202507,1456,1474
동작구,2057. 상도 아이파크 아파트,202507,301,158
관악구,2102. 봉림교 교통섬,202507,5588,5723
관악구,2103. 신림동 우방아파트,202507,1170,1163
관악구,2105. 미성동 신림체육센터,202507,1181,1218
관악구,2106. 세이브마트,202507,1282,1673
관악구,2127. 난곡종점,202507,568,254
관악구,2144. 난우길입구,202507,457,591
영등포구,225. 앙카라공원 앞,202507,1629,1523
관악구,2104. 사당역 5번출구,202507,1152,1366
관악구,2108. 은천치안센터,202507,1234,1302
관악구,2112. 서울대입구역 마에스트로,202507,757,790
관악구,2116. 에이스에이존빌딩,202507,609,604
관악구,2122. 낙성대로 입구,202507,592,559
영등포구,226. 샛강역 1번출구 앞,202507,2281,2005
관악구,2128. 관악구청교차로,202507,465,459
관악구,2129. 낙성대 과학전시관,202507,258,140
관악구,2130. 영어마을 관악캠프,202507,170,93
관악구,2137. KT&G 관악지점,202507,583,594
관악구,2140. 신림1교 교차로,202507,2075,2091
관악구,2145. 은천초등학교 육교,202507,715,624
동작구,2009. 보라매역 8번출구,202507,838,901
동작구,2012. 대림사거리(동작상떼빌아파트),202507,1069,1129
동작구,2015. 신대방삼거리역 6번출구쪽,202507,1627,1616
동작구,2033. 사당동 아르테스 웨딩앞,202507,1133,1239
영등포구,207. 여의나루역 1번출구 앞,202507,4951,4796
동작구,2041. 사당중학교 버스정류소,202507,182,169
동작구,2048. 삼일초등학교 인근,202507,522,290
동작구,2056. 동작구민 체육센터,202507,1282,1205
노원구,1608. 공릉역 1번 출구 앞,202507,4066,4256
노원구,1619. 중계동 하나프라자빌딩 앞(중1-1),202507,1867,1863
송파구,1203. 밀리아나2빌딩 앞,202507,1186,1272
송파구,1207. 마천중앙시장,202507,628,639
송파구,1214. 오금역 7번 출구 인근,202507,786,748
서초구,2202.청계산입구역 1번출구,202507,1506,1474
서초구,2205. 내곡3단지 어린이공원 앞,202507,638,525
서초구,2206. 언남초등학교 앞,202507,1000,1028
서초구,2210. 반포1동 주민센터 앞,202507,360,246
서초구,2212.서초현대4차아파트 201동 맞은편,202507,886,871
서초구,2213. 고속터미널역 5번출구 앞,202507,972,776
